it_companies_stock.symbol	it_companies_stock.series	it_companies_stock.open	it_companies_stock.high	it_companies_stock.low	it_companies_stock.close	it_companies_stock.last	it_companies_stock.prevclose	it_companies_stock.tottrdqty	it_companies_stock.tottrval	it_companies_stock.mydate	it_companies_stock.totaltrades	it_companies_stock.isin
TECHM	EQ	459.9	465.6	457.1	463.75	463.1	455.6	1158682	5.367881163E8	2016-12-08	23231	INE669C01036
WIPRO	EQ	455.0	459.45	454.1	458.6	458.5	453.35	1049331	4.804250021E8	2016-12-08	43894	INE075A01022
HCLTECH	EQ	802.15	809.45	785.3	806.55	806.25	801.55	767927	6.1273014045E8	2016-10-07	34843	INE860A01027
INFY	EQ	1029.95	1033.8	1010.1	1012.55	1011.0	1027.4	3144279	3.1974110057E9	2016-10-07	134156	INE009A01021
TCS	EQ	2388.0	2388.0	2358.2	2367.8	2370.0	2388.75	908256	2.1500801237E9	2016-10-07	45358	INE467B01029
TECHM	EQ	421.9	424.4	417.2	419.75	420.75	420.75	1562901	6.5873627645E8	2016-10-07	38568	INE669C01036
WIPRO	EQ	478.0	479.7	475.6	476.95	476.8	478.0	1043681	4.9798421035E8	2016-10-07	21947	INE075A01022
HCLTECH	EQ	829.05	847.0	827.35	843.95	842.0	824.8	1064582	8.9248123625E8	2016-02-18	31544	INE860A01027
INFY	EQ	1100.0	1127.0	1100.0	1123.4	1121.3	1097.85	2094536	2.33631781275E9	2016-02-18	70844	INE009A01021
TATAELXSI	EQ	1954.0	1974.0	1893.0	1921.25	1908.0	1906.4	610315	1.1809378925E9	2016-02-18	31796	INE670A01012
TCS	EQ	2285.0	2319.75	2278.0	2315.85	2312.1	2275.55	764570	1.75933864695E9	2016-02-18	31762	INE467B01029
TECHM	EQ	434.95	435.9	422.9	429.4	429.05	429.55	1262032	5.4258536425E8	2016-02-18	43221	INE669C01036
WIPRO	EQ	528.1	543.8	528.1	541.3	540.0	526.95	888820	4.771382575E8	2016-02-18	32512	INE075A01022
HCLTECH	EQ	757.6	778.95	757.6	763.85	761.0	760.15	1841117	1.41717595285E9	2016-11-18	93676	INE860A01027
INFY	EQ	930.0	933.25	917.5	920.0	918.0	929.8	3020114	2.796602729E9	2016-11-18	121639	INE009A01021
TCS	EQ	2142.0	2150.0	2104.2	2125.1	2126.2	2137.2	1070267	2.27221535895E9	2016-11-18	71737	INE467B01029
TECHM	EQ	440.0	449.0	437.8	445.3	442.15	441.85	2041621	9.074161574E8	2016-11-18	53794	INE669C01036
WIPRO	EQ	439.95	442.0	432.6	437.15	437.25	438.4	1080583	4.7201450765E8	2016-11-18	46049	INE075A01022
HCLTECH	EQ	729.5	741.0	725.0	740.4	740.0	729.2	1488302	1.0955268012E9	2016-07-25	49079	INE860A01027
INFY	EQ	1063.0	1083.25	1063.0	1080.85	1079.4	1072.45	4234776	4.55480217935E9	2016-07-25	97327	INE009A01021
MINDTREE	EQ	560.5	560.5	549.0	551.75	551.0	556.9	824603	4.5585538775E8	2016-07-25	28536	INE018I01017
TATAELXSI	EQ	1672.2	1679.9	1601.0	1612.4	1616.0	1663.8	423440	6.928722957E8	2016-07-25	18878	INE670A01012
TCS	EQ	2512.0	2563.2	2505.8	2558.95	2555.0	2515.1	844398	2.1446386365E9	2016-07-25	84598	INE467B01029
TECHM	EQ	505.0	511.4	502.8	508.4	508.0	504.9	1028518	5.22641651E8	2016-07-25	27954	INE669C01036
WIPRO	EQ	537.7	543.7	535.0	542.85	542.0	537.75	732852	3.9628324325E8	2016-07-25	33645	INE075A01022
HCLTECH	EQ	788.95	799.8	784.0	795.85	797.15	788.95	1631598	1.29046840325E9	2016-09-27	55624	INE860A01027
INFY	EQ	1035.05	1049.9	1033.35	1039.75	1043.0	1035.9	3262830	3.4017489979E9	2016-09-27	62988	INE009A01021
MINDTREE	EQ	495.0	497.0	491.5	493.0	493.4	497.75	391845	1.9344279035E8	2016-09-27	8288	INE018I01017
TCS	EQ	2401.1	2448.0	2401.1	2436.1	2437.0	2401.1	1019396	2.48181459575E9	2016-09-27	48249	INE467B01029
TECHM	EQ	446.0	453.4	446.0	447.85	448.0	448.95	1306463	5.877035034E8	2016-09-27	36290	INE669C01036
WIPRO	EQ	480.35	485.0	479.0	484.2	484.0	479.3	1852179	8.944739353E8	2016-09-27	38453	INE075A01022
DATAMATICS	EQ	69.85	77.2	69.1	72.3	71.8	68.95	725538	5.32726582E7	2016-01-12	5083	INE365B01017
HCLTECH	EQ	818.0	819.0	798.05	810.05	809.65	814.55	1157664	9.325379913E8	2016-01-12	54962	INE860A01027
INFY	EQ	1062.0	1062.95	1030.85	1049.95	1048.05	1055.7	3282606	3.43550012205E9	2016-01-12	95213	INE009A01021
TATAELXSI	EQ	2040.0	2063.5	2002.7	2018.3	2015.0	2024.7	318272	6.4686163685E8	2016-01-12	14690	INE670A01012
TCS	EQ	2362.7	2365.0	2301.6	2327.05	2317.0	2362.35	1741297	4.04969890945E9	2016-01-12	78442	INE467B01029
TECHM	EQ	507.95	509.3	498.0	507.4	506.1	507.3	1836753	9.254517383E8	2016-01-12	52416	INE669C01036
WIPRO	EQ	536.5	551.0	531.2	548.9	547.45	537.45	1309157	7.082485002E8	2016-01-12	39519	INE075A01022
HCLTECH	EQ	836.1	837.9	819.0	825.05	825.5	841.4	1450657	1.2003716753E9	2016-01-07	51218	INE860A01027
INFY	EQ	1060.05	1067.9	1047.9	1050.8	1052.55	1069.35	2647044	2.7992557204E9	2016-01-07	79845	INE009A01021
TATAELXSI	EQ	2134.3	2145.0	2075.0	2083.5	2080.0	2168.25	358406	7.5504865375E8	2016-01-07	17761	INE670A01012
TCS	EQ	2370.0	2382.9	2360.0	2371.25	2379.0	2381.6	1599790	3.78783676695E9	2016-01-07	29836	INE467B01029
TECHM	EQ	521.1	522.45	504.0	510.8	513.65	525.1	2014798	1.03467233215E9	2016-01-07	44237	INE669C01036
WIPRO	EQ	553.0	557.45	547.1	549.85	549.1	555.1	2094055	1.15647847615E9	2016-01-07	30847	INE075A01022
HCLTECH	EQ	860.2	861.1	830.35	835.4	838.0	859.3	1777388	1.49347579605E9	2016-03-04	55536	INE860A01027
INFY	EQ	1175.6	1185.0	1159.1	1170.65	1175.3	1169.3	2140840	2.5133004447E9	2016-03-04	63895	INE009A01021
MINDTREE	EQ	1577.9	1609.0	1556.0	1589.9	1593.5	1575.4	818848	1.2953554544E9	2016-03-04	38090	INE018I01017
NIITTECH	EQ	494.85	496.7	474.1	479.95	478.0	494.25	309639	1.4863293095E8	2016-03-04	12164	INE591G01017
TATAELXSI	EQ	1845.0	1908.55	1805.0	1874.85	1877.0	1839.9	977175	1.8259257623E9	2016-03-04	41877	INE670A01012
TCS	EQ	2380.0	2380.0	2349.55	2357.55	2369.85	2373.15	756483	1.7872090754E9	2016-03-04	32716	INE467B01029
TECHM	EQ	460.0	462.0	449.95	451.25	450.05	461.75	2756908	1.2602380702E9	2016-03-04	52782	INE669C01036
WIPRO	EQ	544.9	545.65	535.1	536.95	537.0	542.7	1600026	8.6013070985E8	2016-03-04	29465	INE075A01022
HCLTECH	EQ	817.0	825.0	812.5	823.05	824.0	817.85	2120515	1.7419543752E9	2016-03-11	54111	INE860A01027
INFY	EQ	1146.2	1155.95	1138.2	1143.0	1141.0	1142.5	2029274	2.3307558449E9	2016-03-11	60784	INE009A01021
MINDTREE	EQ	675.0	677.95	660.1	663.15	662.6	670.45	963982	6.4687128075E8	2016-03-11	48084	INE018I01017
TATAELXSI	EQ	1969.7	1988.0	1935.15	1951.2	1949.5	1964.2	587388	1.153307873E9	2016-03-11	27256	INE670A01012
TCS	EQ	2340.0	2390.85	2335.0	2365.25	2360.0	2348.3	765264	1.8131606121E9	2016-03-11	60976	INE467B01029
TECHM	EQ	467.95	470.0	455.6	458.05	459.0	466.15	1025718	4.7132159745E8	2016-03-11	26091	INE669C01036
WIPRO	EQ	535.8	539.8	535.7	539.0	539.5	535.85	1118101	6.009213063E8	2016-03-11	19360	INE075A01022
HCLTECH	EQ	842.0	857.0	828.4	851.55	842.5	843.95	1183068	1.00443892055E9	2016-02-19	54944	INE860A01027
INFY	EQ	1119.2	1134.2	1113.85	1127.25	1123.45	1123.4	1987009	2.23682527195E9	2016-02-19	85227	INE009A01021
TATAELXSI	EQ	1913.0	1924.0	1876.0	1895.15	1894.0	1921.25	539579	1.02466327415E9	2016-02-19	26433	INE670A01012
TCS	EQ	2307.35	2327.0	2305.45	2319.65	2314.9	2315.85	439506	1.01853354905E9	2016-02-19	60217	INE467B01029
TECHM	EQ	428.6	442.55	426.55	440.5	439.7	429.4	1644603	7.1573383575E8	2016-02-19	38836	INE669C01036
WIPRO	EQ	541.4	549.5	538.15	547.35	549.0	541.3	1081601	5.8797012365E8	2016-02-19	51003	INE075A01022
HCLTECH	EQ	809.8	825.1	790.65	803.3	803.0	813.0	2076011	1.66370372885E9	2016-10-13	62982	INE860A01027
INFY	EQ	1021.4	1058.0	1021.4	1052.35	1050.0	1029.95	4889345	5.1266161643E9	2016-10-13	144394	INE009A01021
MINDTREE	EQ	496.35	502.15	485.0	489.7	487.55	500.9	350240	1.721074987E8	2016-10-13	14819	INE018I01017
NIITTECH	EQ	415.5	425.0	410.4	421.6	421.0	415.5	343877	1.444328311E8	2016-10-13	15655	INE591G01017
TCS	EQ	2363.3	2369.9	2320.9	2328.9	2334.0	2380.3	2586667	6.04667450935E9	2016-10-13	123215	INE467B01029
TECHM	EQ	421.7	424.7	417.5	422.2	422.0	421.85	2473032	1.0435205082E9	2016-10-13	56529	INE669C01036
WIPRO	EQ	477.0	479.0	474.4	478.25	477.25	477.0	1374255	6.5530548665E8	2016-10-13	55064	INE075A01022
DATAMATICS	EQ	93.0	98.0	89.0	89.8	90.0	92.4	886469	8.308852405E7	2016-10-06	7729	INE365B01017
HCLTECH	EQ	816.0	816.75	797.2	801.55	803.6	816.0	1588731	1.2733480307E9	2016-10-06	46179	INE860A01027
INFY	EQ	1045.0	1045.0	1025.95	1027.4	1027.0	1041.5	1860941	1.9158115656E9	2016-10-06	82909	INE009A01021
TCS	EQ	2395.0	2402.4	2372.75	2388.75	2386.85	2386.35	1133786	2.7043908892E9	2016-10-06	46955	INE467B01029
TECHM	EQ	425.0	428.65	419.15	420.75	420.5	425.3	1559084	6.605912903E8	2016-10-06	29484	INE669C01036
WIPRO	EQ	480.0	480.6	477.05	478.0	478.0	479.55	1386753	6.6279990055E8	2016-10-06	27579	INE075A01022
DATAMATICS	EQ	93.0	98.8	91.6	95.7	95.4	92.55	3602971	3.4615222875E8	2016-12-09	25927	INE365B01017
HCLTECH	EQ	797.0	805.9	783.25	803.3	802.5	794.85	1349777	1.08046489565E9	2016-12-09	44787	INE860A01027
INFY	EQ	985.0	1008.15	981.5	989.35	986.0	984.65	4324192	4.3041499109E9	2016-12-09	121111	INE009A01021
TATAELXSI	EQ	1396.0	1436.9	1378.0	1425.35	1430.0	1389.35	794633	1.12264097615E9	2016-12-09	30314	INE670A01012
TCS	EQ	2205.0	2219.9	2173.3	2195.25	2193.6	2195.75	794359	1.7469689574E9	2016-12-09	53949	INE467B01029
TECHM	EQ	467.0	474.95	465.0	471.7	470.75	463.75	2017058	9.5135389615E8	2016-12-09	44062	INE669C01036
WIPRO	EQ	458.1	461.2	456.5	458.1	456.9	458.6	1018176	4.673647653E8	2016-12-09	21161	INE075A01022
HCLTECH	EQ	803.9	806.5	792.0	803.1	804.6	803.8	1256375	1.003878243E9	2016-12-01	36374	INE860A01027
INFY	EQ	976.0	983.55	967.0	975.6	974.95	975.55	2305795	2.24777769445E9	2016-12-01	68019	INE009A01021
MINDTREE	EQ	477.35	481.95	464.45	466.6	466.95	477.35	313290	1.471195257E8	2016-12-01	10944	INE018I01017
TATAELXSI	EQ	1279.0	1312.95	1263.1	1301.45	1305.0	1269.0	837261	1.08438011695E9	2016-12-01	29563	INE670A01012
TCS	EQ	2277.0	2290.0	2254.05	2263.45	2267.0	2276.05	561526	1.27510069075E9	2016-12-01	48664	INE467B01029
TECHM	EQ	480.05	485.2	471.4	475.05	477.0	485.2	2059534	9.799441735E8	2016-12-01	55849	INE669C01036
WIPRO	EQ	469.7	470.95	464.25	468.3	468.45	465.25	619149	2.8952472795E8	2016-12-01	13164	INE075A01022
DATAMATICS	EQ	97.15	98.45	92.6	93.2	93.0	96.85	420986	4.028103365E7	2016-12-14	4079	INE365B01017
HCLTECH	EQ	806.1	824.3	796.25	820.8	822.0	800.95	1860577	1.51575071815E9	2016-12-14	80698	INE860A01027
INFY	EQ	991.0	1004.95	984.1	999.75	999.0	990.2	2691307	2.68293945185E9	2016-12-14	63665	INE009A01021
MINDTREE	EQ	498.9	508.55	497.0	502.9	504.2	492.5	1723327	8.6899348235E8	2016-12-14	34788	INE018I01017
TATAELXSI	EQ	1488.0	1488.0	1450.2	1455.65	1454.95	1487.4	312417	4.5885397655E8	2016-12-14	13700	INE670A01012
TCS	EQ	2214.0	2224.7	2189.0	2207.6	2208.8	2200.3	935183	2.0641589805E9	2016-12-14	46920	INE467B01029
TECHM	EQ	484.0	487.0	473.35	476.65	475.3	484.55	1702307	8.163644701E8	2016-12-14	31771	INE669C01036
WIPRO	EQ	464.15	468.35	463.25	466.3	466.15	463.75	1032733	4.8212703495E8	2016-12-14	30792	INE075A01022
HCLTECH	EQ	827.4	827.4	801.6	808.0	806.75	827.4	1619207	1.3170589475E9	2016-02-11	39228	INE860A01027
INFY	EQ	1111.0	1113.0	1071.15	1078.65	1078.8	1108.55	2607189	2.83998798455E9	2016-02-11	93260	INE009A01021
TATAELXSI	EQ	1990.0	2002.0	1841.5	1861.1	1857.05	1996.5	564631	1.0829942967E9	2016-02-11	28978	INE670A01012
TCS	EQ	2280.0	2289.0	2171.65	2197.95	2179.35	2268.8	981204	2.1893322149E9	2016-02-11	73416	INE467B01029
TECHM	EQ	440.4	443.1	429.0	431.95	433.35	440.4	1731120	7.514573094E8	2016-02-11	46577	INE669C01036
WIPRO	EQ	531.2	532.3	513.1	517.2	519.0	531.2	988027	5.152173937E8	2016-02-11	29527	INE075A01022
HCLTECH	EQ	855.1	874.8	848.95	867.35	866.8	852.1	1317307	1.1432975916E9	2016-02-04	32685	INE860A01027
INFY	EQ	1160.05	1194.95	1160.05	1179.75	1179.3	1157.7	2774673	3.27791930165E9	2016-02-04	68846	INE009A01021
TATAELXSI	EQ	2175.0	2234.95	2032.1	2075.8	2087.6	2146.95	1015075	2.19788655605E9	2016-02-04	53828	INE670A01012
TCS	EQ	2421.9	2440.0	2402.0	2420.05	2423.0	2416.3	625023	1.51255246275E9	2016-02-04	42532	INE467B01029
TECHM	EQ	478.9	478.9	465.1	469.45	470.55	472.2	1465102	6.8750665405E8	2016-02-04	55288	INE669C01036
WIPRO	EQ	560.3	561.65	553.7	559.95	560.0	557.8	1051872	5.885482523E8	2016-02-04	32603	INE075A01022
HCLTECH	EQ	763.0	799.0	763.0	794.75	793.0	763.1	2841663	2.2267251954E9	2016-11-04	53809	INE860A01027
INFY	EQ	967.0	979.2	961.0	971.0	971.0	966.85	3002774	2.91452970925E9	2016-11-04	123012	INE009A01021
MINDTREE	EQ	433.0	433.0	421.0	425.15	426.0	428.35	597659	2.542301773E8	2016-11-04	8010	INE018I01017
NIITTECH	EQ	396.55	413.25	389.95	403.0	402.0	395.75	452963	1.822000284E8	2016-11-04	15449	INE591G01017
TCS	EQ	2320.0	2336.15	2294.0	2330.55	2330.0	2319.45	591876	1.3690868222E9	2016-11-04	34571	INE467B01029
TECHM	EQ	428.0	434.9	414.8	430.05	430.8	428.0	7835863	3.32011301575E9	2016-11-04	83189	INE669C01036
WIPRO	EQ	447.75	453.75	444.2	452.5	451.95	447.6	1227647	5.5243537725E8	2016-11-04	45229	INE075A01022
DATAMATICS	EQ	78.05	84.45	73.1	81.1	83.8	78.95	340698	2.716008075E7	2016-11-11	2762	INE365B01017
HCLTECH	EQ	784.85	793.0	755.0	764.1	766.65	789.65	2521761	1.92419045375E9	2016-11-11	66879	INE860A01027
INFY	EQ	940.0	945.0	918.7	921.55	921.9	939.4	3548391	3.2903175254E9	2016-11-11	91104	INE009A01021
MINDTREE	EQ	437.0	438.0	421.35	423.55	424.0	437.4	467791	1.989808671E8	2016-11-11	15939	INE018I01017
TCS	EQ	2147.05	2147.05	2086.2	2101.15	2120.0	2155.45	1199212	2.53062336235E9	2016-11-11	71253	INE467B01029
TECHM	EQ	440.0	440.0	428.0	429.4	430.75	442.25	1161656	5.00465073E8	2016-11-11	27216	INE669C01036
WIPRO	EQ	441.9	444.15	434.05	442.35	442.4	444.95	1966056	8.6567396795E8	2016-11-11	40551	INE075A01022
HCLTECH	EQ	738.35	739.85	732.0	733.55	732.25	736.65	1038296	7.6252630905E8	2016-05-23	66470	INE860A01027
INFY	EQ	1203.4	1205.15	1185.0	1188.0	1188.2	1201.6	2292973	2.73193585015E9	2016-05-23	65785	INE009A01021
MINDTREE	EQ	633.0	644.0	632.5	640.85	642.9	630.45	697284	4.4696359685E8	2016-05-23	26059	INE018I01017
TCS	EQ	2544.0	2545.9	2480.2	2491.45	2483.0	2529.3	766508	1.92403694355E9	2016-05-23	27319	INE467B01029
TECHM	EQ	478.1	481.0	472.8	476.45	475.05	475.85	1069529	5.097935789E8	2016-05-23	12266	INE669C01036
WIPRO	EQ	544.0	544.45	538.3	539.85	539.05	543.4	914192	4.94974281E8	2016-05-23	18773	INE075A01022
HCLTECH	EQ	836.45	841.95	824.4	839.3	837.45	833.1	970273	8.0807654245E8	2016-04-11	37551	INE860A01027
INFY	EQ	1165.8	1186.75	1151.1	1183.9	1184.1	1165.75	2884339	3.37483028465E9	2016-04-11	94441	INE009A01021
TATAELXSI	EQ	1871.3	1932.5	1858.0	1925.2	1929.0	1861.95	518700	9.864692284E8	2016-04-11	23400	INE670A01012
TCS	EQ	2433.0	2517.0	2413.0	2506.65	2506.05	2432.05	1200324	2.9488464934E9	2016-04-11	56962	INE467B01029
TECHM	EQ	455.85	471.4	451.0	469.6	470.45	455.85	1008816	4.6534824075E8	2016-04-11	22593	INE669C01036
WIPRO	EQ	549.0	568.6	542.2	565.75	567.0	549.55	1115536	6.185123024E8	2016-04-11	22841	INE075A01022
HCLTECH	EQ	815.0	841.95	815.0	839.85	840.0	820.4	2830985	2.3582768076E9	2016-04-04	91428	INE860A01027
INFY	EQ	1213.55	1248.0	1213.55	1243.7	1245.3	1205.45	2288527	2.82523807955E9	2016-04-04	76941	INE009A01021
MINDTREE	EQ	665.0	678.0	662.0	676.05	675.15	668.15	375330	2.5278062035E8	2016-04-04	14628	INE018I01017
TCS	EQ	2456.0	2488.0	2447.0	2471.25	2476.4	2453.9	876176	2.1576340134E9	2016-04-04	56839	INE467B01029
TECHM	EQ	468.0	474.0	466.2	470.55	471.0	463.1	1708093	8.041804899E8	2016-04-04	45303	INE669C01036
WIPRO	EQ	566.9	571.1	563.15	566.25	565.0	562.15	697336	3.9544084245E8	2016-04-04	24937	INE075A01022
HCLTECH	EQ	813.45	816.5	807.5	814.9	815.4	811.85	1218254	9.903682823E8	2016-03-16	48638	INE860A01027
INFY	EQ	1141.9	1155.0	1131.55	1152.45	1151.1	1134.4	2794425	3.20098069265E9	2016-03-16	68267	INE009A01021
MINDTREE	EQ	643.05	646.5	631.1	639.75	640.2	642.45	446178	2.8479582635E8	2016-03-16	19875	INE018I01017
TATAELXSI	EQ	1930.0	1955.0	1881.8	1917.45	1913.0	1936.75	611438	1.1716143559E9	2016-03-16	27193	INE670A01012
TCS	EQ	2315.0	2332.0	2306.9	2327.05	2323.55	2329.9	959123	2.2253145113E9	2016-03-16	47662	INE467B01029
TECHM	EQ	457.0	469.15	456.5	465.8	466.4	460.3	1223337	5.643778272E8	2016-03-16	32308	INE669C01036
WIPRO	EQ	535.1	540.5	530.05	538.45	539.6	533.2	1888434	1.0091784949E9	2016-03-16	51121	INE075A01022
HCLTECH	EQ	865.0	866.35	851.6	859.3	857.0	854.85	1007921	8.6630920125E8	2016-03-03	52491	INE860A01027
INFY	EQ	1168.0	1192.85	1154.0	1169.3	1172.0	1156.0	2907152	3.41289236445E9	2016-03-03	100651	INE009A01021
MINDTREE	EQ	1527.65	1604.1	1519.0	1575.4	1571.0	1525.65	893208	1.39279541415E9	2016-03-03	48546	INE018I01017
NIITTECH	EQ	466.5	497.5	460.55	494.25	494.35	463.8	325707	1.584131888E8	2016-03-03	13723	INE591G01017
TATAELXSI	EQ	1832.8	1859.5	1810.1	1839.9	1837.4	1817.0	726471	1.3372319147E9	2016-03-03	28503	INE670A01012
TCS	EQ	2336.0	2391.0	2301.0	2373.15	2369.4	2318.85	1324142	3.12010987055E9	2016-03-03	61441	INE467B01029
TECHM	EQ	459.7	464.0	452.2	461.75	461.0	455.55	2371409	1.08731775835E9	2016-03-03	69489	INE669C01036
WIPRO	EQ	540.15	548.45	535.25	542.7	543.7	539.55	1220839	6.619347202E8	2016-03-03	26286	INE075A01022
HCLTECH	EQ	828.5	842.0	816.0	838.05	840.1	828.85	2285591	1.8995746472E9	2016-01-15	48715	INE860A01027
INFY	EQ	1148.0	1164.0	1137.55	1139.9	1140.0	1133.0	6518307	7.48193716295E9	2016-01-15	168749	INE009A01021
MINDTREE	EQ	1534.95	1594.2	1525.0	1542.4	1547.0	1518.5	565791	8.861189744E8	2016-01-15	30315	INE018I01017
NIITTECH	EQ	575.5	585.0	501.0	514.6	507.0	570.3	1730012	9.3981791025E8	2016-01-15	50710	INE591G01017
TATAELXSI	EQ	1901.7	1928.0	1717.0	1782.9	1774.0	1890.35	494963	9.2085193135E8	2016-01-15	24132	INE670A01012
TCS	EQ	2288.85	2291.7	2255.0	2261.1	2265.25	2278.8	1634704	3.7070780503E9	2016-01-15	59507	INE467B01029
TECHM	EQ	519.0	529.95	511.85	520.55	523.0	514.0	1612782	8.4218236125E8	2016-01-15	24780	INE669C01036
WIPRO	EQ	546.6	548.85	537.0	543.1	544.0	545.25	625158	3.387602478E8	2016-01-15	18336	INE075A01022
HCLTECH	EQ	794.95	795.75	784.5	792.05	792.5	789.05	1515605	1.1980750661E9	2016-09-20	56821	INE860A01027
INFY	EQ	1053.3	1057.15	1045.75	1050.15	1052.0	1061.2	2107002	2.2106156563E9	2016-09-20	90429	INE009A01021
MINDTREE	EQ	502.0	513.2	500.0	502.1	502.5	505.25	1924421	9.678339332E8	2016-09-20	17723	INE018I01017
TCS	EQ	2411.0	2416.9	2385.4	2406.5	2410.0	2411.45	592276	1.42089728885E9	2016-09-20	43740	INE467B01029
TECHM	EQ	469.0	469.0	460.25	462.2	462.0	466.6	913111	4.2372214465E8	2016-09-20	36551	INE669C01036
WIPRO	EQ	482.5	482.5	478.1	481.05	481.0	479.95	1092998	5.2506281465E8	2016-09-20	29753	INE075A01022
HCLTECH	EQ	804.0	822.5	799.85	812.7	814.0	803.3	1376193	1.11557851275E9	2016-10-14	51550	INE860A01027
INFY	EQ	1052.9	1082.7	996.25	1027.15	1025.7	1052.35	16730845	1.733286611415E10	2016-10-14	374818	INE009A01021
MINDTREE	EQ	497.0	509.95	485.3	501.05	501.15	489.7	518351	2.5892194365E8	2016-10-14	17362	INE018I01017
NIITTECH	EQ	425.15	444.9	425.15	440.3	441.2	421.6	872561	3.8283781325E8	2016-10-14	16220	INE591G01017
TATAELXSI	EQ	1334.7	1354.95	1316.0	1320.2	1321.0	1325.5	312868	4.1566880265E8	2016-10-14	18059	INE670A01012
TCS	EQ	2315.0	2387.0	2291.0	2366.2	2370.6	2328.9	3870607	9.0727672815E9	2016-10-14	128774	INE467B01029
TECHM	EQ	423.5	429.65	418.0	419.1	418.25	422.2	6379695	2.70138238565E9	2016-10-14	52283	INE669C01036
WIPRO	EQ	477.8	481.2	474.3	475.0	475.05	478.25	1290787	6.143847361E8	2016-10-14	43270	INE075A01022
HCLTECH	EQ	752.55	754.0	742.5	751.7	746.4	755.2	1133152	8.4615413735E8	2016-06-16	59721	INE860A01027
INFY	EQ	1189.5	1189.5	1170.1	1186.0	1186.3	1189.95	2651282	3.1274770493E9	2016-06-16	96066	INE009A01021
TCS	EQ	2545.55	2564.7	2516.45	2558.3	2557.0	2556.85	572535	1.45411395405E9	2016-06-16	59808	INE467B01029
TECHM	EQ	537.05	543.35	530.5	533.1	532.0	540.9	1181394	6.304094601E8	2016-06-16	41332	INE669C01036
WIPRO	EQ	545.7	551.0	541.55	549.9	549.95	547.05	690373	3.7803583045E8	2016-06-16	19497	INE075A01022
HCLTECH	EQ	725.3	726.45	720.7	721.9	722.0	721.35	1503353	1.0876425502E9	2016-06-03	54588	INE860A01027
INFY	EQ	1260.05	1279.3	1260.05	1266.9	1267.0	1261.55	1999190	2.5418224773E9	2016-06-03	70963	INE009A01021
TCS	EQ	2651.4	2658.0	2620.5	2629.55	2628.0	2650.15	777461	2.04617888175E9	2016-06-03	59436	INE467B01029
TECHM	EQ	551.45	557.55	546.15	551.7	550.2	546.15	1706048	9.4188720455E8	2016-06-03	41921	INE669C01036
WIPRO	EQ	541.5	543.5	539.0	540.8	541.3	540.4	1329106	7.197024813E8	2016-06-03	23624	INE075A01022
HCLTECH	EQ	776.0	787.95	764.25	773.85	770.0	770.75	2281346	1.7705197201E9	2016-11-16	50806	INE860A01027
INFY	EQ	930.0	956.85	928.55	940.9	935.4	923.55	6111308	5.7822692587E9	2016-11-16	177387	INE009A01021
MINDTREE	EQ	435.0	450.0	430.6	437.9	437.0	430.55	768862	3.3998024405E8	2016-11-16	30756	INE018I01017
TATAELXSI	EQ	1090.1	1103.1	1058.0	1069.15	1072.15	1078.0	307698	3.317589314E8	2016-11-16	11711	INE670A01012
TCS	EQ	2145.1	2208.9	2138.0	2189.6	2187.65	2121.3	2009979	4.40086310135E9	2016-11-16	143193	INE467B01029
TECHM	EQ	434.0	448.0	433.0	443.6	444.9	430.95	9156138	4.0185689034E9	2016-11-16	70292	INE669C01036
WIPRO	EQ	449.0	454.5	442.1	445.3	444.0	447.95	1655458	7.435827975E8	2016-11-16	100032	INE075A01022
DATAMATICS	EQ	85.7	89.5	82.55	83.95	83.45	86.15	893846	7.614151745E7	2016-11-03	3739	INE365B01017
HCLTECH	EQ	765.9	769.25	760.5	763.1	760.5	764.3	1203338	9.1942791925E8	2016-11-03	41791	INE860A01027
INFY	EQ	981.05	982.0	965.1	966.85	968.0	981.05	2612554	2.53483411695E9	2016-11-03	132420	INE009A01021
MINDTREE	EQ	435.0	435.0	425.0	428.35	428.5	433.55	694279	2.9793585875E8	2016-11-03	11441	INE018I01017
TCS	EQ	2294.0	2335.0	2284.5	2319.45	2320.0	2304.05	731655	1.69389197255E9	2016-11-03	48066	INE467B01029
TECHM	EQ	431.0	432.0	424.0	428.0	428.5	429.8	2159069	9.260037682E8	2016-11-03	54398	INE669C01036
WIPRO	EQ	458.0	459.95	446.05	447.6	446.15	457.9	1510121	6.8175554455E8	2016-11-03	38009	INE075A01022
HCLTECH	EQ	866.35	870.0	848.85	852.1	854.05	872.65	978045	8.404745671E8	2016-02-03	41001	INE860A01027
INFY	EQ	1167.8	1175.9	1152.75	1157.7	1158.9	1175.55	2622983	3.0512577803E9	2016-02-03	64989	INE009A01021
TATAELXSI	EQ	2248.0	2262.0	2132.0	2146.95	2143.0	2298.6	1013263	2.225116404E9	2016-02-03	51681	INE670A01012
TCS	EQ	2387.5	2429.9	2360.3	2416.3	2424.8	2398.1	654346	1.57199582955E9	2016-02-03	35587	INE467B01029
TECHM	EQ	471.0	476.8	465.5	472.2	474.5	474.45	2019903	9.504094662E8	2016-02-03	55823	INE669C01036
WIPRO	EQ	566.5	566.5	554.05	557.8	558.5	567.25	602527	3.3692956905E8	2016-02-03	21685	INE075A01022
