it_companies_stock.symbol	it_companies_stock.series	it_companies_stock.open	it_companies_stock.high	it_companies_stock.low	it_companies_stock.close	it_companies_stock.last	it_companies_stock.prevclose	it_companies_stock.tottrdqty	it_companies_stock.tottrval	it_companies_stock.mydate	it_companies_stock.totaltrades	it_companies_stock.isin
TCS	EQ	2400.0	2412.05	2347.0	2362.95	2354.3	2421.95	531829	1.2684166468E9	2016-02-08	29355	INE467B01029
TECHM	EQ	471.5	482.0	468.2	470.65	468.2	475.1	598666	2.847563037E8	2016-02-08	12321	INE669C01036
WIPRO	EQ	558.05	560.2	543.3	545.0	544.0	557.9	822141	4.541780831E8	2016-02-08	19451	INE075A01022
HCLTECH	EQ	724.9	731.9	716.6	730.0	730.9	730.15	1222225	8.8561153865E8	2016-07-20	35104	INE860A01027
INFY	EQ	1070.0	1089.9	1070.0	1083.1	1083.5	1086.95	4911448	5.3133695287E9	2016-07-20	104095	INE009A01021
MINDTREE	EQ	558.85	572.65	553.0	570.4	570.5	561.55	1769995	9.9740421275E8	2016-07-20	37470	INE018I01017
TCS	EQ	2450.0	2502.5	2448.15	2494.95	2493.0	2466.2	1407626	3.50270896745E9	2016-07-20	95969	INE467B01029
TECHM	EQ	504.25	509.6	504.1	505.35	506.0	507.6	1424321	7.2055243125E8	2016-07-20	33229	INE669C01036
WIPRO	EQ	518.0	541.25	518.0	538.85	539.05	549.25	9520746	5.05904560945E9	2016-07-20	147259	INE075A01022
HCLTECH	EQ	811.0	815.9	791.25	809.0	807.5	817.2	1257371	1.0114243875E9	2016-11-08	47875	INE860A01027
INFY	EQ	986.9	987.75	970.6	982.6	982.6	977.95	2630554	2.576778481E9	2016-11-08	75639	INE009A01021
MINDTREE	EQ	435.0	447.2	434.9	442.65	441.0	429.25	775453	3.426314714E8	2016-11-08	14225	INE018I01017
TCS	EQ	2280.45	2307.0	2260.0	2283.2	2289.6	2277.05	966817	2.20584797525E9	2016-11-08	39458	INE467B01029
TECHM	EQ	446.2	455.8	445.35	454.15	453.5	444.85	5501834	2.4825666954E9	2016-11-08	73864	INE669C01036
WIPRO	EQ	453.0	455.9	446.45	451.75	451.15	450.0	1296795	5.842564236E8	2016-11-08	55541	INE075A01022
HCLTECH	EQ	729.0	745.0	728.35	743.5	744.4	726.7	1900304	1.40344063725E9	2016-06-08	70602	INE860A01027
INFY	EQ	1263.95	1263.95	1235.35	1238.1	1237.0	1257.4	4370685	5.43189269945E9	2016-06-08	113032	INE009A01021
NIITTECH	EQ	513.0	545.5	505.1	541.35	540.0	512.9	372353	1.982905509E8	2016-06-08	23700	INE591G01017
TCS	EQ	2617.25	2628.55	2605.5	2613.1	2615.0	2631.15	469133	1.22714224165E9	2016-06-08	26407	INE467B01029
TECHM	EQ	540.0	540.0	533.0	535.65	534.7	536.3	739380	3.9621752635E8	2016-06-08	25718	INE669C01036
WIPRO	EQ	541.0	545.05	540.0	544.6	545.0	539.85	1524222	8.2775224385E8	2016-06-08	26521	INE075A01022
HCLTECH	EQ	826.0	826.95	810.5	811.85	811.0	827.9	1355645	1.10316169085E9	2016-03-15	56759	INE860A01027
INFY	EQ	1144.0	1154.5	1128.95	1134.4	1134.6	1141.2	3360129	3.82775599525E9	2016-03-15	73517	INE009A01021
MINDTREE	EQ	652.6	655.1	639.0	642.45	640.0	651.6	522929	3.381119688E8	2016-03-15	14369	INE018I01017
TATAELXSI	EQ	1955.0	1978.0	1925.3	1936.75	1925.3	1954.25	462156	9.017702023E8	2016-03-15	20740	INE670A01012
TCS	EQ	2349.05	2363.5	2320.1	2329.9	2330.25	2355.0	811678	1.8938646629E9	2016-03-15	34040	INE467B01029
TECHM	EQ	472.6	475.25	459.0	460.3	460.4	470.2	996244	4.6305467185E8	2016-03-15	20257	INE669C01036
WIPRO	EQ	541.5	543.0	528.4	533.2	535.1	540.85	1947163	1.0353937117E9	2016-03-15	52696	INE075A01022
HCLTECH	EQ	831.85	836.0	825.6	833.1	834.55	828.45	722892	6.009171051E8	2016-04-08	25139	INE860A01027
INFY	EQ	1175.85	1177.5	1162.05	1165.75	1167.25	1181.5	2097789	2.452392809E9	2016-04-08	73531	INE009A01021
TCS	EQ	2466.0	2473.7	2427.0	2432.05	2432.0	2470.8	699750	1.70635535415E9	2016-04-08	51781	INE467B01029
TECHM	EQ	444.4	457.8	444.0	455.85	455.8	444.45	2043759	9.242498437E8	2016-04-08	62191	INE669C01036
WIPRO	EQ	548.0	551.4	546.5	549.55	550.4	551.8	940527	5.1628875175E8	2016-04-08	24850	INE075A01022
HCLTECH	EQ	794.65	804.0	792.4	797.25	795.0	788.85	2605785	2.08312440005E9	2016-09-23	79103	INE860A01027
INFY	EQ	1057.0	1058.8	1040.0	1042.55	1041.0	1058.8	2602647	2.72996027105E9	2016-09-23	57629	INE009A01021
MINDTREE	EQ	510.5	513.4	504.05	505.2	505.0	509.75	465196	2.3633872135E8	2016-09-23	8355	INE018I01017
NIITTECH	EQ	412.9	442.05	411.1	431.35	431.0	412.35	1121747	4.8264268075E8	2016-09-23	25336	INE591G01017
TCS	EQ	2382.0	2403.85	2371.15	2398.1	2400.0	2378.0	900363	2.1556621602E9	2016-09-23	50857	INE467B01029
TECHM	EQ	458.0	458.0	452.85	454.6	453.95	454.75	2221151	1.01053981165E9	2016-09-23	21389	INE669C01036
WIPRO	EQ	483.25	483.7	479.05	480.2	480.5	481.75	2306416	1.1082636063E9	2016-09-23	39366	INE075A01022
